UtcTime,QuaternionNormRaw,ValidQuaternion,BodyRateXDegps,BodyRateYDegps,BodyRateZDegps,TotalRateDegps,StableRateFlag,ElevationDeg,AzimuthDeg,RangeKm,Sunlit,NadirErrorDeg,SunErrorDeg,GroundStationPointingErrorDeg,VisibleFromZhongli,SensorCandidateAtTelemetryTime
22-Apr-2026 04:27:12,0.992264478077023,1,-0.031100733,0.03150009,-0.00139617,0.0442883794444354,1,-37.5643136655317,341.464086803459,8695.14281795485,1,90.7367428298411,89.8695774776171,135.899197976739,0,0
22-Apr-2026 04:27:22,0.992266328653986,1,-0.023910305,0.048771784,-0.0013832934,0.0543351000768947,1,-37.879564538001,341.201032491868,8745.43410912953,1,91.2273534466537,89.8735714038261,136.114695732297,0,0
22-Apr-2026 04:27:32,0.992267176964424,1,-0.024207361,0.036053296,-0.0038712332,0.0435984280168072,1,-38.1947661877658,340.939503037215,8795.55644038351,1,91.70158771298,89.8853302888769,136.315498046539,0,0
22-Apr-2026 04:27:42,0.992266979061557,1,-0.037006043,0.043290105,-0.006377049,0.0573074791225131,1,-38.5099160241194,340.679437811064,8845.50651488006,1,92.1794273516847,89.904097781736,136.515646428125,0,0
22-Apr-2026 04:27:52,0.992267304061294,1,-0.027326643,0.038036067,-0.006386494,0.0472681194473609,1,-38.8250114893883,340.42077689651,8895.28108327634,1,92.6720285943826,89.9064683503623,136.731233299193,0,0
22-Apr-2026 04:28:02,0.992267473559344,1,-0.02513684,0.035263374,-0.0038633824,0.0434774883660281,1,-39.1400499682882,340.163460878227,8944.87692903593,1,93.1587569145132,89.9196565904778,136.938228006711,0,0
22-Apr-2026 04:28:12,0.992267860290524,1,-0.022934312,0.040003195,-0.0038238321,0.0462694280173243,1,-39.4550289511171,339.907431122828,8994.29089380138,1,93.6418237158258,89.9274280349389,137.144085965151,0,0
22-Apr-2026 04:28:22,0.99226811225193,1,-0.03073765,0.042222526,-0.006297801,0.0526042500828477,1,-39.7699459466728,339.652629583783,9043.51986317356,1,94.1245634186396,89.9340276783603,137.349587611726,0,0
22-Apr-2026 04:28:32,0.992268645616193,1,-0.026015647,0.041948676,-0.0037258582,0.0495013871149899,1,-40.0847983898537,339.398998581004,9092.56075195426,1,94.5984290498115,89.9522065284402,137.54416513768,0,0
22-Apr-2026 04:28:42,0.992269013360378,1,-0.028827006,0.039154906,-0.0036918907,0.0487620036066364,1,-40.399583811208,339.146481109281,9141.4105302952,1,95.0852982966491,89.9536872271686,137.753205177482,0,0
22-Apr-2026 04:28:52,0.992269113514377,1,-0.031639386,0.041359775,-0.0036376994,0.0522007144724321,1,-40.7142997465309,338.89502062949,9190.06620914785,1,95.5828808524283,89.954438971234,137.969138086532,0,0
22-Apr-2026 04:29:02,0.992269470741805,1,-0.026946066,0.038568124,-0.008591798,0.0478268716793032,1,-41.0289436433864,338.644560839119,9238.5248255572,1,96.0610585186431,89.9651858569816,138.167665338161,0,0
22-Apr-2026 04:29:12,0.992269943687741,1,-0.032252252,0.030767294,0.0039575743,0.0447492629379967,1,-41.3435130652605,338.395046069464,9286.78347387972,1,96.5503081475849,89.9674580450804,138.37624360342,0,0
22-Apr-2026 04:29:22,0.992271097073626,1,-0.03755824,0.037949048,-0.0034887292,0.0535062881111635,1,-41.6580054474743,338.146420739293,9334.83926790048,1,97.0289383175766,89.9777952238678,138.57407689284,0,0
22-Apr-2026 04:29:32,0.992271655005503,1,-0.030375555,0.037633203,-0.008423521,0.0490906102593426,1,-41.972418305879,337.898629768726,9382.68937263273,1,97.5241833537031,89.977115261416,138.786632518509,0,0
22-Apr-2026 04:29:42,0.992271250064152,1,-0.033190254,0.032316484,0.00413673,0.0465087156756631,1,-42.2867491425472,337.651618350515,9430.33098951452,1,98.0063352801053,89.9861185834967,138.986161512742,0,0
22-Apr-2026 04:29:52,0.992271720926694,1,-0.036007803,0.03450619,-0.013298851,0.0516149054355727,1,-42.6009953470963,337.405331698109,9477.76134130283,1,98.4996406980732,89.9846257100194,139.196578500173,0,0
22-Apr-2026 04:30:02,0.992272776183656,1,-0.03132033,0.034221746,-0.0057381494,0.0467441689319014,1,-42.9151543811878,337.159715423478,9524.97769983661,1,98.9938869656623,89.9758176325376,139.409888074594,0,0
22-Apr-2026 04:30:12,0.992273039171544,1,-0.031616904,0.041437026,-0.010663536,0.0532011911736306,1,-43.2292236823399,336.914715297298,9571.97737117535,1,99.4867481960219,89.9714247867828,139.620002040743,0,0
22-Apr-2026 04:30:22,0.99227303549284,1,-0.03438529,0.036210027,-0.015596324,0.0523140473108113,1,-43.5432005614228,336.67027698155,9618.75768017522,1,99.9759902713866,89.9591468024382,139.830264577364,0,0
22-Apr-2026 04:30:32,0.992273201986916,1,-0.034654215,0.03344752,-0.0080123525,0.0488246761791707,1,-43.8570823938349,336.426346435239,9665.31599896076,1,100.458281008,89.9632363874012,140.028976124864,0,0
22-Apr-2026 04:30:42,0.99227295337351,1,-0.044918854,0.028171029,-0.012911442,0.0545711980270868,1,-44.170866519821,336.182869659628,9711.64973178142,1,100.939334261105,89.9710845088387,140.224816569677,0,0
22-Apr-2026 04:30:52,0.992272888299337,1,-0.037713736,0.027875783,-0.0078104245,0.0475435368037653,1,-44.4845501403173,335.939792420057,9757.7562996161,1,101.425185431065,89.9742911823561,140.425081285589,0,0
22-Apr-2026 04:31:02,0.992273643729715,1,-0.03303113,0.03752948,-0.010195532,0.0510241735936049,1,-44.7981305125242,335.697060674082,9803.63316897954,1,101.914919286392,89.9841994842351,140.62463256005,0,0
22-Apr-2026 04:31:12,0.992274232481765,1,-0.038355954,0.032178767,-0.012621036,0.0516327686900838,1,-45.1116048478463,335.454620304021,9849.27783668428,1,102.3985468768,89.9934056344213,140.819882007383,0,0
22-Apr-2026 04:31:22,0.992274532834743,1,-0.0336837,0.03682274,-0.012549459,0.0514586702897605,1,-45.4249702048734,335.212416824904,9894.68781431302,1,102.875471208314,90.0065065676432,141.008616531846,0,0
22-Apr-2026 04:31:32,0.992274616872643,1,-0.029013142,0.028972888,-0.007503753,0.0416832934982076,1,-45.7382236906626,334.970395837764,9939.86065752322,1,103.36698940301,90.0018151768538,141.21343522102,0,0
22-Apr-2026 04:31:42,0.992274858456382,1,-0.03430623,0.04364725,-0.017449679,0.058193566195744,1,-46.0513623554388,334.728502747153,9984.79395060803,1,103.84606045408,89.9981341437876,141.409204950145,0,0
22-Apr-2026 04:31:52,0.992274276331585,1,-0.042100508,0.03582396,-0.009874149,0.0561543204251807,1,-46.3643830835243,334.486682456932,10029.4852909743,1,104.331715831305,89.9942424322617,141.608771798447,0,0
22-Apr-2026 04:32:02,0.992274911093168,1,-0.037400626,0.04049037,-0.01478837,0.0570698937723357,1,-46.6772827982837,334.244879843315,10073.9323186192,1,104.810689940665,89.9976270142433,141.800500552491,0,0
22-Apr-2026 04:32:12,0.992275509726535,1,-0.035209607,0.030156545,-0.017209942,0.0494501338226181,1,-46.9900583560549,334.003039463137,10118.1327008662,1,105.299632179017,89.9925901373997,142.001547187914,0,0
22-Apr-2026 04:32:22,0.992275893273473,1,-0.038009025,0.027317574,-0.019632924,0.0507581277775873,1,-47.3027064322428,333.761105230223,10162.0841164722,1,105.784483845916,89.9907826634525,142.198068841544,0,0
22-Apr-2026 04:32:32,0.99227684849578,1,-0.030799264,0.036988895,-0.019566728,0.051957962439733,1,-47.6152237333294,333.519020916252,10205.7842857317,1,106.259615035123,89.9898536119116,142.387399051773,0,0
22-Apr-2026 04:32:42,0.992277870463126,1,-0.03609547,0.031669945,-0.019493466,0.0518253180165552,1,-47.9276068857762,333.276729838804,10249.2309548023,1,106.742899254564,89.9871797418605,142.582141338405,0,0
22-Apr-2026 04:32:52,0.992278810969992,1,-0.038916983,0.028869431,-0.0169216,0.0513255897057798,1,-48.2398523211448,333.034174527578,10292.4218800141,1,107.241052918067,89.972386683211,142.790898199718,0,0
22-Apr-2026 04:33:02,0.992279481373302,1,-0.031735983,0.031079022,-0.016851705,0.0475085064684189,1,-48.5519565293488,332.791297342488,10335.354863246,1,107.732711880279,89.9586341384919,142.994490937227,0,0
22-Apr-2026 04:33:12,0.992279209483242,1,-0.03953542,0.030774835,-0.014250723,0.0520886072944589,1,-48.8639157575545,332.548039656574,10378.0277104886,1,108.210921028077,89.9628291398475,143.181440224037,0,0
22-Apr-2026 04:33:22,0.992279023450637,1,-0.037333567,0.030437898,-0.019162182,0.051840621896376,1,-49.1757262674247,332.304342488511,10420.4382675808,1,108.683143891044,89.970413744652,143.362571006499,0,0
22-Apr-2026 04:33:32,0.992279010929075,1,-0.040130615,0.02757177,-0.024072561,0.0543153473183211,1,-49.4873842182501,332.060146162353,10462.5844042834,1,109.143705002477,89.9863689681817,143.532170049679,0,0
22-Apr-2026 04:33:42,0.99227952383175,1,-0.040442195,0.027192893,-0.01899463,0.05230507179007,1,-49.7988855478896,331.815389949579,10504.4639986126,1,109.623617229451,89.987032400541,143.71997679726,0,0
22-Apr-2026 04:33:52,0.992280153057042,1,-0.038242284,0.024337169,-0.023922514,0.05125482178831,1,-50.1102261960008,331.570012622732,10546.0749673932,1,110.092149894774,89.9882287108159,143.899710590341,0,0
22-Apr-2026 04:34:02,0.992279541053396,1,-0.03855621,0.033984255,-0.01885886,0.0547463927393278,1,-50.4214019856649,331.32395210272,10587.4152504837,1,110.577351127203,89.974380313659,144.09586129844,0,0
22-Apr-2026 04:34:12,0.9922790221581,1,-0.038888484,0.026143255,-0.021299094,0.0514726662903149,1,-50.732408499987,331.077145080798,10628.4827949094,1,111.062460134462,89.9627001320261,144.290497175914,0,0
22-Apr-2026 04:34:22,0.992279789971691,1,-0.04173173,0.028226,-0.031216802,0.059268314400699,1,-51.0432413109054,330.829527594603,10669.2755857238,1,111.528389078386,89.9851595257425,144.457935063512,0,0
22-Apr-2026 04:34:32,0.992280510088557,1,-0.03709245,0.015307888,-0.018650295,0.0442494608510665,1,-51.3538958575583,330.58103465785,10709.7916301705,1,111.99878817962,89.9934076052396,144.633638088744,0,0
22-Apr-2026 04:34:42,0.992281479875215,1,-0.04495137,0.024900671,-0.01609968,0.0538504296847253,1,-51.6643673192429,330.331599863488,10750.0289417446,1,112.469698798543,89.9903716311678,144.813879444615,0,0
22-Apr-2026 04:34:52,0.992282580460577,1,-0.035310913,0.021973645,-0.026048794,0.0490738353945769,1,-51.9746508488626,330.081155978969,10789.9855712087,1,112.940387306554,89.9921171612503,144.991403015562,0,0
22-Apr-2026 04:35:02,0.992283146867529,1,-0.040663406,0.021558983,-0.02850053,0.0541348551840312,1,-52.2847414481188,329.829634557912,10829.6595907342,1,113.405002274193,89.9935241360607,145.164639448903,0,0
22-Apr-2026 04:35:12,0.992283568412668,1,0.48402467,-0.6237811,-0.05092266,0.791186361856228,0,-52.5946338372312,329.576965524878,10869.049077977,0,113.604176019791,NaN,145.080541343612,0,0
22-Apr-2026 04:35:22,0.992281007530361,1,3.2188864,-3.5776603,-0.044799328,4.81278400285015,0,-52.9043226929331,329.323077788912,10908.1521472102,0,73.1072479871161,NaN,105.238645978294,0,0
22-Apr-2026 04:35:32,0.992279924427105,1,1.8752748,-2.119001,0.017417328,2.82968623292949,0,-53.2138025195491,329.067898833837,10946.9669333595,0,36.0819432831454,NaN,68.4436762139113,0,0
22-Apr-2026 04:35:42,0.992280125581874,1,0.87264663,-1.0300791,0.0023026224,1.35002977566315,0,-53.5230675161144,328.811354285744,10985.4915762058,0,16.0244300459614,NaN,48.4545031972793,0,0
22-Apr-2026 04:35:52,0.992279608399166,1,0.36867636,-0.45454577,-0.008808154,0.585330418673616,0,-53.8321118178812,328.553368541006,11023.7242514847,0,6.79432037978618,NaN,39.1582815482016,0,0
22-Apr-2026 04:36:02,0.992279653247482,1,0.14401865,-0.19226347,-0.011224143,0.240484084359751,0,-54.1409293643534,328.293864337431,11061.6631549874,0,2.81549153100274,NaN,35.0168004908017,0,0
22-Apr-2026 04:36:12,0.992279933299114,1,0.04424622,-0.07514563,-0.00706083,0.0874897080385699,0,-54.4495137623698,328.03276229961,11099.3064867458,0,1.09777218205112,NaN,33.0807842785293,0,0
